Airline,Origin,Dest,typical_distance
F9,TPA,DFW,929.0
F9,TPA,DTW,983.0
F9,TPA,GRR,1041.0
F9,TPA,IAD,811.0
F9,TPA,ISP,1034.0
F9,TPA,JFK,1005.0
F9,TPA,LAS,1984.0
F9,TPA,MDW,997.0
F9,TPA,ORD,1012.0
F9,TPA,PHL,920.0
F9,TPA,PWM,1277.0
F9,TPA,RDU,587.0
F9,TPA,SJU,1237.0
F9,TPA,TTN,955.0
F9,TTN,ATL,701.0
F9,TTN,CLT,484.0
F9,TTN,FLL,1026.0
F9,TTN,MCO,896.0
F9,TTN,PBI,985.0
F9,TTN,RDU,373.0
F9,TTN,RSW,1028.0
F9,TTN,TPA,955.0
F9,TYS,DEN,1162.0
F9,TYS,MCO,532.0
F9,TYS,PHL,554.0
F9,XNA,DEN,616.0
F9,XNA,MCO,932.0
G4,ABE,BNA,685.0
G4,ABE,DEN,1539.0
G4,ABE,FLL,1041.0
G4,ABE,MCO,906.0
G4,ABE,MLB,914.0
G4,ABE,MYR,518.0
G4,ABE,PGD,1018.0
G4,ABE,PIE,970.0
G4,ABE,SFB,882.0
G4,ABE,SRQ,1000.0
G4,ALB,BNA,825.0
G4,ALB,MYR,685.0
G4,ALB,PGD,1185.0
G4,ALB,PIE,1138.0
G4,ALB,SFB,1049.0
G4,ATW,AZA,1452.0
G4,ATW,BNA,570.0
G4,ATW,DEN,883.0
G4,ATW,EWR,772.0
G4,ATW,FLL,1338.0
G4,ATW,JAX,1020.0
G4,ATW,LAS,1510.0
G4,ATW,LAX,1744.0
G4,ATW,PDX,1662.0
G4,ATW,PGD,1250.0
G4,ATW,PIE,1173.0
G4,ATW,SAV,926.0
G4,ATW,SFB,1141.0
G4,ATW,SRQ,1209.0
G4,AUS,AVL,950.0
G4,AUS,BZN,1299.0
G4,AUS,CVG,958.0
G4,AUS,DSM,813.0
G4,AUS,EUG,1694.0
G4,AUS,FSD,925.0
G4,AUS,GRR,1103.0
G4,AUS,IAD,1297.0
G4,AUS,IND,919.0
G4,AUS,LAS,1090.0
G4,AUS,OMA,772.0
G4,AUS,PIT,1210.0
G4,AUS,PVU,1051.0
G4,AUS,SDF,876.0
G4,AUS,SFB,994.0
G4,AUS,SNA,1209.0
G4,AUS,SRQ,936.0
G4,AUS,TYS,882.0
G4,AVL,AUS,950.0
G4,AVL,BOS,783.0
G4,AVL,BWI,414.0
G4,AVL,DEN,1248.0
G4,AVL,EWR,583.0
G4,AVL,EYW,751.0
G4,AVL,FLL,661.0
G4,AVL,HOU,843.0
G4,AVL,LAS,1824.0
G4,AVL,MCO,488.0
G4,AVL,MDW,521.0
G4,AVL,MSP,861.0
G4,AVL,PBI,620.0
G4,AVL,PGD,588.0
G4,AVL,PHX,1683.0
G4,AVL,PIE,519.0
G4,AVL,SFB,465.0
G4,AVL,SRQ,554.0
G4,AVL,USA,103.0
G4,AVL,VPS,412.0
G4,AZA,ATW,1452.0
G4,AZA,BIL,878.0
G4,AZA,BIS,1092.0
G4,AZA,BLI,1208.0
G4,AZA,BOI,749.0
G4,AZA,BZN,861.0
G4,AZA,CID,1240.0
G4,AZA,CVG,1553.0
G4,AZA,DSM,1138.0
G4,AZA,EUG,971.0
G4,AZA,FAR,1220.0
G4,AZA,FCA,1044.0
G4,AZA,FNT,1650.0
G4,AZA,FSD,1072.0
G4,AZA,FWA,1546.0
G4,AZA,GEG,1034.0
G4,AZA,GFK,1260.0
G4,AZA,GRI,905.0
G4,AZA,GRR,1561.0
G4,AZA,GTF,978.0
G4,AZA,HOU,998.0
G4,AZA,ICT,855.0
G4,AZA,IDA,704.0
G4,AZA,LAS,276.0
G4,AZA,MFR,875.0
G4,AZA,MLI,1288.0
G4,AZA,MOT,1164.0
G4,AZA,MSO,948.0
G4,AZA,MSP,1267.0
G4,AZA,OMA,1026.0
G4,AZA,PDX,1028.0
G4,AZA,PIA,1312.0
G4,AZA,PSC,977.0
G4,AZA,PVU,477.0
G4,AZA,RAP,873.0
G4,AZA,RFD,1373.0
G4,AZA,SBN,1501.0
G4,AZA,SGF,1066.0
G4,AZA,STC,1259.0
G4,AZA,TOL,1625.0
G4,AZA,TVC,1599.0
G4,AZA,XNA,1006.0
G4,BGR,FLL,1438.0
G4,BGR,PGD,1433.0
G4,BGR,PIE,1394.0
G4,BGR,SFB,1299.0
G4,BIL,AZA,878.0
G4,BIL,LAS,754.0
G4,BIL,LAX,970.0
G4,BIS,AZA,1092.0
G4,BIS,LAS,1048.0
G4,BIS,PIE,1629.0
G4,BIS,SFB,1628.0
G4,BLI,AZA,1208.0
G4,BLI,LAS,954.0
G4,BLI,LAX,1047.0
G4,BLI,OAK,764.0
G4,BLI,PSP,1078.0
G4,BLI,SAN,1142.0
G4,BLV,FLL,1028.0
G4,BLV,JAX,723.0
G4,BLV,LAS,1400.0
G4,BLV,MYR,696.0
G4,BLV,PGD,921.0
G4,BLV,PIE,841.0
G4,BLV,SAV,658.0
G4,BLV,SFB,835.0
G4,BLV,SRQ,876.0
G4,BLV,TYS,373.0
G4,BLV,VPS,587.0
G4,BMI,PIE,936.0
G4,BMI,SFB,917.0
G4,BNA,ABE,685.0
G4,BNA,ALB,825.0
G4,BNA,ATW,570.0
G4,BNA,BZN,1435.0
G4,BNA,CAK,435.0
G4,BNA,CID,481.0
G4,BNA,DSM,530.0
G4,BNA,FAR,910.0
G4,BNA,FLL,793.0
G4,BNA,FNT,497.0
G4,BNA,FSD,741.0
G4,BNA,GRR,470.0
G4,BNA,IAD,542.0
G4,BNA,JAX,483.0
G4,BNA,MDT,608.0
G4,BNA,MLB,656.0
G4,BNA,PGD,692.0
G4,BNA,PIA,353.0
G4,BNA,PIE,612.0
G4,BNA,PIT,462.0
G4,BNA,PVD,906.0
G4,BNA,PVU,1388.0
G4,BNA,RFD,438.0
G4,BNA,RIC,527.0
G4,BNA,SFB,598.0
G4,BNA,SRQ,648.0
G4,BNA,SYR,741.0
G4,BNA,XNA,426.0
G4,BOI,AZA,749.0
G4,BOI,LAS,519.0
G4,BOI,SNA,688.0
G4,BOS,AVL,783.0
G4,BOS,GRR,740.0
G4,BOS,IND,818.0
G4,BOS,ORF,468.0
G4,BOS,SRQ,1220.0
G4,BOS,TYS,830.0
G4,BOS,VPS,1187.0
G4,BTV,SFB,1170.0
G4,BWI,AVL,414.0
G4,BWI,PGD,899.0
G4,BWI,SAV,549.0
G4,BWI,SRQ,880.0
G4,BWI,VPS,819.0
G4,BZN,AUS,1299.0
G4,BZN,AZA,861.0
G4,BZN,BNA,1435.0
G4,BZN,LAS,701.0
G4,CAK,BNA,435.0
G4,CAK,FLL,1026.0
G4,CAK,LAS,1846.0
G4,CAK,MYR,518.0
G4,CAK,PGD,965.0
G4,CAK,PIE,899.0
G4,CAK,SAV,606.0
G4,CAK,SFB,837.0
G4,CAK,SRQ,934.0
G4,CHA,LAS,1682.0
G4,CHA,PIE,513.0
G4,CHA,SFB,490.0
G4,CHS,CVG,497.0
G4,CHS,IND,585.0
G4,CHS,LCK,503.0
G4,CHS,PIT,524.0
G4,CID,AZA,1240.0
G4,CID,BNA,481.0
G4,CID,FLL,1273.0
G4,CID,LAS,1319.0
G4,CID,LAX,1550.0
G4,CID,PGD,1170.0
G4,CID,PIE,1090.0
G4,CID,SFB,1078.0
G4,CID,SRQ,1125.0
G4,CKB,MYR,394.0
G4,CKB,PIE,798.0
G4,CKB,SFB,727.0
G4,CKB,VPS,705.0
G4,CVG,AUS,958.0
G4,CVG,AZA,1553.0
G4,CVG,CHS,497.0
G4,CVG,DEN,1069.0
G4,CVG,EWR,569.0
G4,CVG,EYW,1013.0
G4,CVG,FLL,932.0
G4,CVG,JAX,613.0
G4,CVG,LAS,1678.0
G4,CVG,LAX,1900.0
G4,CVG,MLB,789.0
G4,CVG,MSY,701.0
G4,CVG,MYR,489.0
G4,CVG,ORF,485.0
G4,CVG,PBI,892.0
G4,CVG,PGD,850.0
G4,CVG,PIE,776.0
G4,CVG,PVD,722.0
G4,CVG,SAV,515.0
G4,CVG,SFB,735.0
G4,CVG,SRQ,812.0
G4,CVG,TYS,226.0
G4,CVG,VPS,600.0
G4,DAY,PGD,904.0
G4,DAY,PIE,831.0
G4,DAY,SFB,785.0
G4,DEN,ABE,1539.0
G4,DEN,ATW,883.0
G4,DEN,AVL,1248.0
G4,DEN,CVG,1069.0
G4,DEN,PIA,793.0
G4,DEN,TYS,1162.0
G4,DSM,ATW,321.0
G4,DSM,AUS,813.0
G4,DSM,AZA,1138.0
G4,DSM,BNA,530.0
G4,DSM,EWR,1017.0
G4,DSM,FLL,1315.0
G4,DSM,HOU,825.0
G4,DSM,LAS,1216.0
G4,DSM,LAX,1447.0
G4,DSM,PDX,1471.0
G4,DSM,PGD,1206.0
G4,DSM,PIE,1126.0
G4,DSM,SAN,1428.0
G4,DSM,SFB,1124.0
G4,DSM,SNA,1429.0
G4,DSM,SRQ,1160.0
G4,DSM,VPS,860.0
G4,ELM,PGD,1090.0
G4,ELM,PIE,1035.0
G4,ELM,SFB,954.0
G4,ELP,LAS,583.0
G4,EUG,AUS,1694.0
G4,EUG,AZA,971.0
G4,EUG,LAS,700.0
G4,EUG,LAX,748.0
G4,EUG,SNA,776.0
G4,EVV,PIE,752.0
G4,EVV,SFB,734.0
G4,EVV,VPS,524.0
G4,EWR,ATW,772.0
G4,EWR,AVL,583.0
G4,EWR,CVG,569.0
G4,EWR,DSM,1017.0
G4,EWR,GRR,605.0
G4,EWR,SAV,708.0
G4,EWR,TYS,631.0
G4,EWR,VPS,988.0
G4,EYW,AVL,751.0
G4,EYW,CVG,1013.0
G4,EYW,IND,1078.0
G4,EYW,PIE,238.0
G4,EYW,PIT,1102.0
G4,EYW,SFB,292.0
G4,FAR,AZA,1220.0
G4,FAR,BNA,910.0
G4,FAR,LAS,1205.0
G4,FAR,PIE,1519.0
G4,FAR,SFB,1508.0
G4,FAT,LAS,259.0
G4,FCA,AZA,1044.0
G4,FCA,LAS,845.0
G4,FCA,LAX,1014.0
G4,FCA,OAK,834.0
G4,FLL,ABE,1041.0
G4,FLL,ATW,1338.0
G4,FLL,AVL,661.0
G4,FLL,BGR,1438.0
G4,FLL,BLV,1028.0
G4,FLL,BNA,793.0
G4,FLL,CAK,1026.0
G4,FLL,CID,1273.0
G4,FLL,CVG,932.0
G4,FLL,DSM,1315.0
G4,FLL,FNT,1182.0
G4,FLL,FSD,1526.0
G4,FLL,GRR,1198.0
G4,FLL,GSP,620.0
G4,FLL,IND,1005.0
G4,FLL,LCK,961.0
G4,FLL,LEX,865.0
G4,FLL,MDT,993.0
G4,FLL,MEM,851.0
G4,FLL,ORF,781.0
G4,FLL,PBG,1334.0
G4,FLL,PIA,1145.0
G4,FLL,SAV,422.0
G4,FLL,SDF,895.0
G4,FLL,SWF,1118.0
G4,FLL,SYR,1197.0
G4,FLL,TVC,1322.0
G4,FLL,TYS,709.0
G4,FLL,USA,643.0
G4,FLL,XNA,1092.0
G4,FNT,AZA,1650.0
G4,FNT,BNA,497.0
G4,FNT,FLL,1182.0
G4,FNT,JAX,867.0
G4,FNT,LAS,1733.0
G4,FNT,PGD,1111.0
G4,FNT,PIE,1040.0
G4,FNT,SFB,988.0
G4,FNT,SRQ,1075.0
G4,FNT,VPS,874.0
G4,FSD,AUS,925.0
G4,FSD,AZA,1072.0
G4,FSD,BNA,741.0
G4,FSD,FLL,1526.0
G4,FSD,LAS,1104.0
G4,FSD,LAX,1340.0
G4,FSD,PGD,1415.0
G4,FSD,PIE,1334.0
G4,FSD,SFB,1334.0
G4,FSD,STC,190.0
G4,FWA,AZA,1546.0
G4,FWA,LAS,1649.0
G4,FWA,MYR,610.0
G4,FWA,PGD,986.0
G4,FWA,PIE,912.0
G4,FWA,SFB,870.0
G4,FWA,SRQ,948.0
G4,GEG,AZA,1034.0
G4,GEG,LAS,806.0
G4,GEG,SNA,962.0
G4,GFK,AZA,1260.0
G4,GFK,LAS,1230.0
G4,GFK,SFB,1573.0
G4,GJT,LAS,420.0
G4,GJT,LAX,655.0
G4,GPT,SFB,485.0
G4,GRI,AZA,905.0
G4,GRI,LAS,971.0
G4,GRR,AUS,1103.0
G4,GRR,AZA,1561.0
G4,GRR,BNA,470.0
G4,GRR,BOS,740.0
G4,GRR,EWR,605.0
G4,GRR,FLL,1198.0
G4,GRR,LAS,1642.0
G4,GRR,LAX,1874.0
G4,GRR,PBI,1158.0
G4,GRR,PDX,1833.0
G4,GRR,PGD,1118.0
G4,GRR,PIE,1044.0
G4,GRR,SAV,778.0
G4,GRR,SFB,1001.0
G4,GRR,SRQ,1080.0
G4,GRR,VPS,857.0
G4,GSO,PIE,587.0
G4,GSO,SFB,510.0
G4,GSP,FLL,620.0
G4,GSP,PIE,482.0
G4,GSP,SFB,425.0
G4,GTF,AZA,978.0
G4,GTF,LAS,811.0
G4,HGR,MYR,421.0
G4,HGR,PIE,861.0
G4,HGR,SFB,780.0
G4,HOU,AVL,843.0
G4,HOU,AZA,998.0
G4,HOU,DSM,825.0
G4,HOU,PVU,1181.0
G4,HOU,TYS,782.0
G4,HTS,MYR,382.0
G4,HTS,PGD,790.0
G4,HTS,PIE,721.0
G4,HTS,SFB,665.0
G4,HTS,VPS,589.0
G4,IAD,AUS,1297.0
G4,IAD,BNA,542.0
G4,IAD,JAX,630.0
G4,IAD,PGD,869.0
G4,IAD,SRQ,849.0
G4,IAG,PGD,1129.0
G4,IAG,PIE,1069.0
G4,IAG,SFB,996.0
G4,ICT,AZA,855.0
G4,ICT,LAS,986.0
G4,ICT,LAX,1203.0
G4,ICT,PIE,1087.0
G4,ICT,SFB,1117.0
G4,ICT,VPS,796.0
G4,IDA,AZA,704.0
G4,IDA,LAS,538.0
G4,IDA,OAK,666.0
G4,IDA,PDX,539.0
G4,IDA,SNA,747.0
G4,IND,AUS,919.0
G4,IND,BOS,818.0
G4,IND,CHS,585.0
G4,IND,EYW,1078.0
G4,IND,FLL,1005.0
G4,IND,JAX,687.0
G4,IND,LAS,1590.0
G4,IND,LAX,1814.0
G4,IND,MYR,583.0
G4,IND,PBI,967.0
G4,IND,PGD,916.0
G4,IND,PIE,840.0
G4,IND,SAV,596.0
G4,IND,SFB,807.0
G4,IND,SRQ,876.0
G4,IND,VPS,637.0
G4,JAX,ATW,1020.0
G4,JAX,BLV,723.0
G4,JAX,BNA,483.0
G4,JAX,CVG,613.0
G4,JAX,FNT,867.0
G4,JAX,IAD,630.0
G4,JAX,IND,687.0
G4,JAX,MDT,724.0
G4,JAX,ORF,542.0
G4,JAX,PIT,694.0
G4,JAX,TYS,390.0
G4,LAS,ATW,1510.0
G4,LAS,AUS,1090.0
G4,LAS,AVL,1824.0
G4,LAS,AZA,276.0
G4,LAS,BIL,754.0
G4,LAS,BIS,1048.0
G4,LAS,BLI,954.0
G4,LAS,BLV,1400.0
G4,LAS,BOI,519.0
G4,LAS,BZN,701.0
G4,LAS,CAK,1846.0
G4,LAS,CHA,1682.0
G4,LAS,CID,1319.0
G4,LAS,CVG,1678.0
G4,LAS,DSM,1216.0
G4,LAS,ELP,583.0
G4,LAS,EUG,700.0
G4,LAS,FAR,1205.0
G4,LAS,FAT,259.0
G4,LAS,FCA,845.0
G4,LAS,FNT,1733.0
G4,LAS,FSD,1104.0
G4,LAS,FWA,1649.0
G4,LAS,GEG,806.0
G4,LAS,GFK,1230.0
G4,LAS,GJT,420.0
G4,LAS,GRI,971.0
G4,LAS,GRR,1642.0
G4,LAS,GTF,811.0
G4,LAS,ICT,986.0
G4,LAS,IDA,538.0
G4,LAS,IND,1590.0
G4,LAS,LEX,1686.0
G4,LAS,LRD,1092.0
G4,LAS,MCI,1139.0
G4,LAS,MEM,1416.0
G4,LAS,MFE,1210.0
G4,LAS,MFR,600.0
G4,LAS,MLI,1376.0
G4,LAS,MOT,1098.0
G4,LAS,MRY,375.0
G4,LAS,MSO,750.0
G4,LAS,OAK,407.0
G4,LAS,OKC,986.0
G4,LAS,OMA,1099.0
G4,LAS,PIA,1413.0
G4,LAS,PSC,732.0
G4,LAS,PVU,341.0
G4,LAS,RAP,843.0
G4,LAS,RFD,1455.0
G4,LAS,RNO,345.0
G4,LAS,SAT,1069.0
G4,LAS,SBN,1594.0
G4,LAS,SCK,359.0
G4,LAS,SFB,2034.0
G4,LAS,SGF,1209.0
G4,LAS,SHV,1243.0
G4,LAS,SMX,310.0
G4,LAS,TUL,1076.0
G4,LAS,TYS,1739.0
G4,LAS,VPS,1695.0
G4,LAS,XNA,1163.0
G4,LAX,ATW,1744.0
G4,LAX,BIL,970.0
G4,LAX,BLI,1047.0
G4,LAX,CID,1550.0
G4,LAX,CVG,1900.0
G4,LAX,DSM,1447.0
G4,LAX,EUG,748.0
G4,LAX,FCA,1014.0
G4,LAX,FSD,1340.0
G4,LAX,GJT,655.0
G4,LAX,GRR,1874.0
G4,LAX,ICT,1203.0
G4,LAX,IND,1814.0
G4,LAX,LIT,1494.0
G4,LAX,LRD,1208.0
G4,LAX,MEM,1619.0
G4,LAX,MFE,1318.0
G4,LAX,MFR,630.0
G4,LAX,OMA,1330.0
G4,LAX,PSC,851.0
G4,LAX,PVU,569.0
G4,LAX,RAP,1078.0
G4,LAX,RFD,1686.0
G4,LAX,SGF,1423.0
G4,LAX,TUL,1283.0
G4,LAX,XNA,1371.0
G4,LCK,CHS,503.0
G4,LCK,FLL,961.0
G4,LCK,MYR,478.0
G4,LCK,PGD,890.0
G4,LCK,PIE,821.0
G4,LCK,SAV,539.0
G4,LCK,SFB,767.0
G4,LCK,SRQ,856.0
G4,LCK,VPS,675.0
G4,LEX,FLL,865.0
G4,LEX,LAS,1686.0
G4,LEX,MYR,438.0
G4,LEX,PGD,781.0
G4,LEX,PIE,707.0
G4,LEX,SFB,667.0
G4,LEX,VPS,532.0
G4,LIT,LAX,1494.0
G4,LIT,PIE,734.0
G4,LIT,SFB,765.0
G4,LIT,VPS,443.0
G4,LRD,LAS,1092.0
G4,LRD,LAX,1208.0
G4,MCI,LAS,1139.0
G4,MCI,PGD,1126.0
G4,MCI,PIE,1045.0
G4,MCI,VPS,764.0
G4,MCO,ABE,906.0
G4,MCO,AVL,488.0
G4,MCO,TYS,532.0
G4,MDT,BNA,608.0
G4,MDT,FLL,993.0
G4,MDT,JAX,724.0
G4,MDT,MYR,465.0
G4,MDT,PGD,963.0
G4,MDT,PIE,912.0
G4,MDT,SFB,827.0
G4,MDT,SRQ,942.0
G4,MDW,AVL,521.0
G4,MDW,PGD,1076.0
G4,MDW,PVU,1254.0
G4,MDW,SAV,758.0
G4,MDW,TYS,459.0
G4,MDW,VPS,782.0
G4,MEM,FLL,851.0
G4,MEM,LAS,1416.0
G4,MEM,LAX,1619.0
G4,MEM,PIE,653.0
G4,MEM,SFB,671.0
G4,MEM,VPS,373.0
G4,MFE,LAS,1210.0
G4,MFE,LAX,1318.0
G4,MFE,PIE,966.0
G4,MFE,SFB,1059.0
G4,MFR,AZA,875.0
G4,MFR,LAS,600.0
G4,MFR,LAX,630.0
G4,MFR,SAN,734.0
G4,MFR,SNA,659.0
G4,MLB,ABE,914.0
G4,MLB,BNA,656.0
G4,MLB,CVG,789.0
G4,MLB,PIT,854.0
G4,MLI,AZA,1288.0
G4,MLI,LAS,1376.0
G4,MLI,PGD,1113.0
G4,MLI,PIE,1033.0
G4,MLI,SFB,1018.0
G4,MOT,AZA,1164.0
G4,MOT,LAS,1098.0
G4,MOT,SFB,1717.0
G4,MRY,LAS,375.0
G4,MSO,AZA,948.0
G4,MSO,LAS,750.0
G4,MSO,OAK,758.0
G4,MSO,SNA,935.0
G4,MSP,AVL,861.0
G4,MSP,AZA,1267.0
G4,MSP,PBI,1451.0
G4,MSP,PGD,1386.0
G4,MSP,SRQ,1342.0
G4,MSP,TYS,792.0
G4,MSP,VPS,1058.0
G4,MSY,CVG,701.0
G4,MYR,ABE,518.0
G4,MYR,ALB,685.0
G4,MYR,BLV,696.0
G4,MYR,CAK,518.0
G4,MYR,CKB,394.0
G4,MYR,CVG,489.0
G4,MYR,FWA,610.0
G4,MYR,HGR,421.0
G4,MYR,HTS,382.0
G4,MYR,IND,583.0
G4,MYR,LCK,478.0
G4,MYR,LEX,438.0
G4,MYR,MDT,465.0
G4,MYR,PIT,475.0
G4,MYR,SDF,491.0
G4,MYR,SWF,601.0
G4,MYR,SYR,668.0
G4,OAK,BLI,764.0
G4,OAK,FCA,834.0
G4,OAK,IDA,666.0
G4,OAK,LAS,407.0
G4,OAK,MSO,758.0
G4,OKC,LAS,986.0
G4,OKC,SFB,1061.0
G4,OKC,VPS,726.0
G4,OMA,AUS,772.0
G4,OMA,AZA,1026.0
G4,OMA,LAS,1099.0
G4,OMA,LAX,1330.0
G4,OMA,PGD,1269.0
G4,OMA,PIE,1188.0
G4,OMA,SFB,1195.0
G4,OMA,VPS,911.0
G4,ORF,BOS,468.0
G4,ORF,CVG,485.0
G4,ORF,FLL,781.0
G4,ORF,JAX,542.0
G4,ORF,PIE,726.0
G4,ORF,SFB,631.0
G4,PBG,FLL,1334.0
G4,PBG,PGD,1311.0
G4,PBG,PIE,1262.0
G4,PBG,SFB,1175.0
G4,PBG,SRQ,1292.0
G4,PBI,AVL,620.0
G4,PBI,CVG,892.0
G4,PBI,GRR,1158.0
G4,PBI,IND,967.0
G4,PBI,MSP,1451.0
G4,PBI,PIT,952.0
G4,PBI,TYS,670.0
G4,PDX,ATW,1662.0
G4,PDX,AZA,1028.0
G4,PDX,DSM,1471.0
G4,PDX,GRR,1833.0
G4,PDX,IDA,539.0
G4,PDX,PVU,664.0
G4,PGD,ABE,1018.0
G4,PGD,ALB,1185.0
G4,PGD,ATW,1250.0
G4,PGD,AVL,588.0
G4,PGD,BGR,1433.0
G4,PGD,BLV,921.0
G4,PGD,BNA,692.0
G4,PGD,BWI,899.0
G4,PGD,CAK,965.0
G4,PGD,CID,1170.0
G4,PGD,CVG,850.0
G4,PGD,DAY,904.0
G4,PGD,DSM,1206.0
G4,PGD,ELM,1090.0
G4,PGD,FNT,1111.0
G4,PGD,FSD,1415.0
G4,PGD,FWA,986.0
G4,PGD,GRR,1118.0
G4,PGD,HTS,790.0
G4,PGD,IAD,869.0
G4,PGD,IAG,1129.0
G4,PGD,IND,916.0
G4,PGD,LCK,890.0
G4,PGD,LEX,781.0
G4,PGD,MCI,1126.0
G4,PGD,MDT,963.0
G4,PGD,MDW,1076.0
G4,PGD,MLI,1113.0
G4,PGD,MSP,1386.0
G4,PGD,OMA,1269.0
G4,PGD,PBG,1311.0
G4,PGD,PIA,1045.0
G4,PGD,PIT,941.0
G4,PGD,PSM,1279.0
G4,PGD,PVD,1184.0
G4,PGD,RFD,1127.0
G4,PGD,RIC,779.0
G4,PGD,ROC,1143.0
G4,PGD,SAV,362.0
G4,PGD,SBN,1049.0
G4,PGD,SDF,806.0
G4,PGD,SGF,975.0
G4,PGD,SPI,994.0
G4,PGD,STC,1447.0
G4,PGD,SWF,1101.0
G4,PGD,SYR,1164.0
G4,PGD,TOL,1016.0
G4,PGD,TVC,1245.0
G4,PGD,TYS,624.0
G4,PGD,USA,588.0
G4,PHX,AVL,1683.0
G4,PHX,LAS,255.0
G4,PHX,PVU,468.0
G4,PHX,SCK,603.0
G4,PHX,TYS,1599.0
G4,PIA,AZA,1312.0
G4,PIA,BNA,353.0
G4,PIA,DEN,793.0
G4,PIA,FLL,1145.0
G4,PIA,LAS,1413.0
G4,PIA,PGD,1045.0
G4,PIA,PIE,965.0
G4,PIA,SFB,949.0
G4,PIA,SRQ,1001.0
G4,PIA,VPS,724.0
G4,PIE,ABE,970.0
G4,PIE,ALB,1138.0
G4,PIE,ATW,1173.0
G4,PIE,AVL,519.0
G4,PIE,BGR,1394.0
G4,PIE,BIS,1629.0
G4,PIE,BLV,841.0
G4,PIE,BMI,936.0
G4,PIE,BNA,612.0
G4,PIE,CAK,899.0
G4,PIE,CHA,513.0
G4,PIE,CID,1090.0
G4,PIE,CKB,798.0
G4,PIE,CVG,776.0
G4,PIE,DAY,831.0
G4,PIE,DSM,1126.0
G4,PIE,ELM,1035.0
G4,PIE,EVV,752.0
G4,PIE,EYW,238.0
G4,PIE,FAR,1519.0
G4,PIE,FNT,1040.0
G4,PIE,FSD,1334.0
G4,PIE,FWA,912.0
G4,PIE,GRR,1044.0
G4,PIE,GSO,587.0
G4,PIE,GSP,482.0
G4,PIE,HGR,861.0
G4,PIE,HTS,721.0
G4,PIE,IAG,1069.0
G4,PIE,ICT,1087.0
G4,PIE,IND,840.0
G4,PIE,LCK,821.0
G4,PIE,LEX,707.0
G4,PIE,LIT,734.0
G4,PIE,MCI,1045.0
G4,PIE,MDT,912.0
G4,PIE,MEM,653.0
G4,PIE,MFE,966.0
G4,PIE,MLI,1033.0
G4,PIE,OMA,1188.0
G4,PIE,ORF,726.0
G4,PIE,PBG,1262.0
G4,PIE,PIA,965.0
G4,PIE,PIT,878.0
G4,PIE,PSM,1239.0
G4,PIE,PVU,1857.0
G4,PIE,RFD,1049.0
G4,PIE,RIC,731.0
G4,PIE,ROA,668.0
G4,PIE,SAV,304.0
G4,PIE,SBN,973.0
G4,PIE,SDF,729.0
G4,PIE,SGF,895.0
G4,PIE,SWF,1055.0
G4,PIE,SYR,1111.0
G4,PIE,TOL,945.0
G4,PIE,TRI,590.0
G4,PIE,TUL,961.0
G4,PIE,TVC,1172.0
G4,PIE,TYS,550.0
G4,PIE,USA,528.0
G4,PIE,VPS,292.0
G4,PIE,XNA,892.0
G4,PIT,AUS,1210.0
G4,PIT,BNA,462.0
G4,PIT,CHS,524.0
G4,PIT,EYW,1102.0
G4,PIT,JAX,694.0
G4,PIT,MLB,854.0
G4,PIT,MYR,475.0
G4,PIT,PBI,952.0
G4,PIT,PGD,941.0
G4,PIT,PIE,878.0
G4,PIT,SAV,579.0
G4,PIT,SFB,809.0
G4,PIT,SRQ,912.0
G4,PIT,VPS,775.0
G4,PSC,AZA,977.0
G4,PSC,LAS,732.0
G4,PSC,LAX,851.0
G4,PSM,PGD,1279.0
G4,PSM,PIE,1239.0
G4,PSM,SFB,1144.0
G4,PSM,SRQ,1266.0
G4,PSP,BLI,1078.0
G4,PVD,BNA,906.0
G4,PVD,CVG,722.0
G4,PVD,PGD,1184.0
G4,PVU,AUS,1051.0
G4,PVU,AZA,477.0
G4,PVU,BNA,1388.0
G4,PVU,HOU,1181.0
G4,PVU,LAS,341.0
G4,PVU,LAX,569.0
G4,PVU,MDW,1254.0
G4,PVU,PDX,664.0
G4,PVU,PHX,468.0
G4,PVU,PIE,1857.0
G4,PVU,SAN,599.0
G4,PVU,SFB,1898.0
G4,PVU,SNA,565.0
G4,RAP,AZA,873.0
G4,RAP,LAS,843.0
G4,RAP,LAX,1078.0
G4,RAP,SFB,1599.0
G4,RFD,AZA,1373.0
G4,RFD,BNA,438.0
G4,RFD,LAS,1455.0
G4,RFD,LAX,1686.0
G4,RFD,PGD,1127.0
G4,RFD,PIE,1049.0
G4,RFD,SFB,1025.0
G4,RFD,SRQ,1085.0
G4,RIC,BNA,527.0
G4,RIC,PGD,779.0
G4,RIC,PIE,731.0
G4,RIC,SFB,643.0
G4,RNO,LAS,345.0
G4,ROA,PIE,668.0
G4,ROA,SFB,594.0
G4,ROC,PGD,1143.0
G4,ROC,SFB,1009.0
G4,SAN,BLI,1142.0
G4,SAN,DSM,1428.0
G4,SAN,MFR,734.0
G4,SAN,PVU,599.0
G4,SAT,LAS,1069.0
G4,SAV,ATW,926.0
G4,SAV,BLV,658.0
G4,SAV,BWI,549.0
G4,SAV,CAK,606.0
G4,SAV,CVG,515.0
G4,SAV,EWR,708.0
G4,SAV,FLL,422.0
G4,SAV,GRR,778.0
G4,SAV,IND,596.0
G4,SAV,LCK,539.0
